,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1949,odisha,2020,4,Peer-to-peer payments,47588728,153208735347.1269
1950,odisha,2020,4,Merchant payments,27124765,19347472702.804092
1951,odisha,2020,4,Recharge & bill payments,17318073,5532179002.002789
1952,odisha,2020,4,Financial Services,106189,104419909.66526456
1953,odisha,2020,4,Others,187195,109856053.01820508
1954,odisha,2018,1,Recharge & bill payments,2874109,331254466.1508661
1955,odisha,2018,1,Peer-to-peer payments,2305610,4033548999.1932316
1956,odisha,2018,1,Financial Services,323352,58099674.94576137
1957,odisha,2018,1,Merchant payments,129659,112301341.66618621
1958,odisha,2018,1,Others,177091,92427728.93143727
1959,odisha,2018,2,Peer-to-peer payments,3989202,7621288195.565702
1960,odisha,2018,2,Recharge & bill payments,3307545,482823290.3527084
1961,odisha,2018,2,Financial Services,472304,67829259.91787937
1962,odisha,2018,2,Merchant payments,257628,213530873.3537121
1963,odisha,2018,2,Others,131465,102838720.42969128
1964,odisha,2018,3,Peer-to-peer payments,24472139,22029087498.562176
1965,odisha,2018,3,Recharge & bill payments,3886392,605721781.5285043
1966,odisha,2018,3,Financial Services,836547,97292154.49117658
1967,odisha,2018,3,Merchant payments,729995,275532813.41930753
1968,odisha,2018,3,Others,127082,86881527.58366849
1969,odisha,2018,4,Peer-to-peer payments,12285028,21804268077.596016
1970,odisha,2018,4,Recharge & bill payments,5142124,773017649.5916129
1971,odisha,2018,4,Merchant payments,3061813,682181415.8729985
1972,odisha,2018,4,Financial Services,495495,55534399.30905172
1973,odisha,2018,4,Others,158338,114868029.19162312
1974,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
1975,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
1976,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
1977,madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
1978,madhya-pradesh,2022,1,Others,909453,495513514.75128734
1979,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
1980,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
1981,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
1982,madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
1983,madhya-pradesh,2022,2,Others,713506,381178326.32090586
1984,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
1985,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
1986,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
1987,madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
1988,madhya-pradesh,2022,3,Others,750665,442608716.71893203
1989,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
1990,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
1991,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
1992,madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
1993,madhya-pradesh,2022,4,Others,785003,521508120.7286146
1994,madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
1995,madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
1996,madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
1997,madhya-pradesh,2023,1,Financial Services,226835,236606773.0
1998,madhya-pradesh,2023,1,Others,618522,393634973.0
1999,madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
2000,madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
2001,madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
2002,madhya-pradesh,2023,2,Financial Services,248905,289207465.0
2003,madhya-pradesh,2023,2,Others,579296,375754606.0
2004,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
2005,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
2006,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.3501081
2007,madhya-pradesh,2019,1,Financial Services,290838,28901169.292499043
2008,madhya-pradesh,2019,1,Others,315553,239879105.5972368
2009,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
2010,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
2011,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155
2012,madhya-pradesh,2019,2,Financial Services,149197,18869661.513485767
2013,madhya-pradesh,2019,2,Others,451751,313802065.4154737
2014,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
2015,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742
2016,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834
2017,madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132
2018,madhya-pradesh,2019,3,Others,466385,278578703.0441117
2019,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
2020,madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935
2021,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016
2022,madhya-pradesh,2019,4,Financial Services,127116,24020060.932133198
2023,madhya-pradesh,2019,4,Others,392270,190456045.32494444
2024,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
2025,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
2026,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
2027,madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
2028,madhya-pradesh,2021,1,Others,445569,274786748.1299523
2029,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
2030,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
2031,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
2032,madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
2033,madhya-pradesh,2021,2,Others,526333,317753606.01156956
2034,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
2035,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
2036,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
2037,madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
2038,madhya-pradesh,2021,3,Others,742972,408508699.4365407
2039,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
2040,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
2041,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
2042,madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
2043,madhya-pradesh,2021,4,Others,996331,568617375.5894115
2044,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
2045,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793
2046,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
2047,madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
2048,madhya-pradesh,2020,1,Others,351379,170790656.30339786
2049,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
2050,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
2051,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
2052,madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
2053,madhya-pradesh,2020,2,Others,215376,104956802.17437972
2054,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
2055,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
2056,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
2057,madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
2058,madhya-pradesh,2020,3,Others,316321,144259293.31583393
2059,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
2060,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
2061,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
2062,madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
2063,madhya-pradesh,2020,4,Others,487537,264996097.6059612
2064,madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372
2065,madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903
2066,madhya-pradesh,2018,1,Financial Services,230519,43374288.98373023
2067,madhya-pradesh,2018,1,Merchant payments,196394,170119673.71275404
2068,madhya-pradesh,2018,1,Others,346002,210261540.7414958
2069,madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365
2070,madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638
2071,madhya-pradesh,2018,2,Merchant payments,397135,339308203.1707404
2072,madhya-pradesh,2018,2,Financial Services,305553,53860331.805742756
2073,madhya-pradesh,2018,2,Others,264797,243218603.31985626
2074,madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342
2075,madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551
2076,madhya-pradesh,2018,3,Merchant payments,784995,465390819.59013355
2077,madhya-pradesh,2018,3,Financial Services,359440,46120458.63885434
2078,madhya-pradesh,2018,3,Others,260780,212770861.22341695
2079,madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544
2080,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
2081,madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.9278035
2082,madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926
2083,madhya-pradesh,2018,4,Others,297532,259296894.03827757
2084,rajasthan,2022,1,Merchant payments,267467038,171182113048.26318
2085,rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678
2086,rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577
2087,rajasthan,2022,1,Financial Services,244029,243340851.71204624
2088,rajasthan,2022,1,Others,956656,556409604.9103613
2089,rajasthan,2022,2,Merchant payments,336900860,208238945148.44
2090,rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231
2091,rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705
2092,rajasthan,2022,2,Financial Services,170705,175399371.37748802
2093,rajasthan,2022,2,Others,838365,452454748.2866859
2094,rajasthan,2022,3,Merchant payments,398104319,230609701751.02283
2095,rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.5621
2096,rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405
2097,rajasthan,2022,3,Financial Services,215235,220271929.84233993
2098,rajasthan,2022,3,Others,719925,449514643.6055006
2099,rajasthan,2022,4,Merchant payments,457778005,275194969877.524
2100,rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5203
2101,rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313
2102,rajasthan,2022,4,Financial Services,244442,270658680.97924906
2103,rajasthan,2022,4,Others,725173,500361375.69058275
2104,rajasthan,2023,1,Merchant payments,484552414,276693132279.0
2105,rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
2106,rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
2107,rajasthan,2023,1,Financial Services,259195,274450998.0
2108,rajasthan,2023,1,Others,751791,498449614.0
2109,rajasthan,2023,2,Merchant payments,592487449,310487787699.0
2110,rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
2111,rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
2112,rajasthan,2023,2,Financial Services,289948,328805088.0
2113,rajasthan,2023,2,Others,734255,461148921.0
2114,rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.22856
2115,rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.6204696
2116,rajasthan,2019,1,Merchant payments,3921438,1664209334.5681162
2117,rajasthan,2019,1,Financial Services,359993,36340412.57538466
2118,rajasthan,2019,1,Others,402042,373355289.5614773
2119,rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34059
2120,rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.854211
2121,rajasthan,2019,2,Merchant payments,9026751,3435472167.201069
2122,rajasthan,2019,2,Financial Services,182685,34134486.762421735
2123,rajasthan,2019,2,Others,573881,461962878.5071422
2124,rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.5758
2125,rajasthan,2019,3,Merchant payments,19646612,6705923742.563935
2126,rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.602099
2127,rajasthan,2019,3,Financial Services,217029,37899900.33366185
2128,rajasthan,2019,3,Others,583575,407796030.8547787
2129,rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.291
2130,rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.054995
2131,rajasthan,2019,4,Merchant payments,20544791,9721826538.354998
2132,rajasthan,2019,4,Financial Services,101805,25014672.38444693
2133,rajasthan,2019,4,Others,468477,227573686.58499068
2134,rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.2274
2135,rajasthan,2021,1,Merchant payments,96394132,61936457709.223076
2136,rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.344055
2137,rajasthan,2021,1,Financial Services,192936,162581466.93308985
2138,rajasthan,2021,1,Others,491137,347689722.9177618
2139,rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472
2140,rajasthan,2021,2,Merchant payments,97860493,69922875807.46701
2141,rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.819714
2142,rajasthan,2021,2,Financial Services,216441,186606893.61035594
2143,rajasthan,2021,2,Others,620957,422031947.60023904
2144,rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965
2145,rajasthan,2021,3,Merchant payments,167819345,105548321875.05884
2146,rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771
2147,rajasthan,2021,3,Financial Services,197211,190362135.86135098
2148,rajasthan,2021,3,Others,815568,524328574.25040925
2149,rajasthan,2021,4,Merchant payments,221774624,151967969235.0213
2150,rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165
2151,rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643
2152,rajasthan,2021,4,Financial Services,265091,263180819.6932125
2153,rajasthan,2021,4,Others,1034011,656777820.7586894
2154,rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.88968
2155,rajasthan,2020,1,Merchant payments,27880848,13643061482.35596
2156,rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.81334
2157,rajasthan,2020,1,Financial Services,72604,34466606.25327997
2158,rajasthan,2020,1,Others,404317,200968968.6958118
2159,rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.30048
2160,rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.53691
2161,rajasthan,2020,2,Merchant payments,20756594,14354151782.39264
2162,rajasthan,2020,2,Financial Services,92875,76662259.20544848
2163,rajasthan,2020,2,Others,262619,142020149.829893
2164,rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33432
2165,rajasthan,2020,3,Merchant payments,45149210,27714680562.343937
2166,rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.553333
2167,rajasthan,2020,3,Financial Services,146383,113675141.51464571
2168,rajasthan,2020,3,Others,396352,193212778.7117864
2169,rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95026
2170,rajasthan,2020,4,Merchant payments,67367264,46142484518.08269
2171,rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97014
2172,rajasthan,2020,4,Financial Services,169294,136058685.85299307
2173,rajasthan,2020,4,Others,560171,351480425.6482615
2174,rajasthan,2018,1,Recharge & bill payments,4305940,868358581.1737025
2175,rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.662634
2176,rajasthan,2018,1,Financial Services,202537,37125466.49571308
2177,rajasthan,2018,1,Merchant payments,184127,201212697.26059398
2178,rajasthan,2018,1,Others,358428,271943533.1341365
2179,rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.105427
2180,rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.422176
2181,rajasthan,2018,2,Merchant payments,345752,342809667.5935513
2182,rajasthan,2018,2,Financial Services,279471,52145152.93902289
2183,rajasthan,2018,2,Others,289826,311536696.6979239
2184,rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14291
2185,rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.939968
2186,rajasthan,2018,3,Merchant payments,711240,445504998.0014268
2187,rajasthan,2018,3,Financial Services,230083,30185982.18078412
2188,rajasthan,2018,3,Others,300323,302431358.9473551
2189,rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.682457
2190,rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.8320713
2191,rajasthan,2018,4,Merchant payments,1985927,1172254323.9731452
2192,rajasthan,2018,4,Financial Services,311632,40412563.014562674
2193,rajasthan,2018,4,Others,352432,374501619.8364362
2194,andhra-pradesh,2022,1,Peer-to-peer payments,288488560,1089629182596.4781
2195,andhra-pradesh,2022,1,Merchant payments,242031836,169419685917.19562
2196,andhra-pradesh,2022,1,Recharge & bill payments,51224170,34473036841.83001
2197,andhra-pradesh,2022,1,Financial Services,231651,324358965.11859065
2198,andhra-pradesh,2022,1,Others,627694,474382234.25397474
2199,andhra-pradesh,2022,2,Peer-to-peer payments,321362337,1231408926513.7114
2200,andhra-pradesh,2022,2,Merchant payments,292530048,205433660654.20898
2201,andhra-pradesh,2022,2,Recharge & bill payments,56606969,42408541939.06145
2202,andhra-pradesh,2022,2,Financial Services,192751,245783011.04455262
2203,andhra-pradesh,2022,2,Others,441925,357036084.9071137
2204,andhra-pradesh,2022,3,Peer-to-peer payments,298804000,1140164525892.7397
2205,andhra-pradesh,2022,3,Merchant payments,291033653,202910820650.0824
2206,andhra-pradesh,2022,3,Recharge & bill payments,52467708,41438764826.20322
2207,andhra-pradesh,2022,3,Financial Services,187190,239347241.54655045
2208,andhra-pradesh,2022,3,Others,362484,323951101.5715289
2209,andhra-pradesh,2022,4,Merchant payments,321632104,211898851397.09848
2210,andhra-pradesh,2022,4,Peer-to-peer payments,315734006,1170249585983.0112
2211,andhra-pradesh,2022,4,Recharge & bill payments,52098850,41986837706.47902
2212,andhra-pradesh,2022,4,Financial Services,206459,250596592.06465048
2213,andhra-pradesh,2022,4,Others,345658,339211363.0027188
2214,andhra-pradesh,2023,1,Merchant payments,540680395,311606731877.0
2215,andhra-pradesh,2023,1,Peer-to-peer payments,514931308,1857818168755.0
2216,andhra-pradesh,2023,1,Recharge & bill payments,89143939,78817989795.0
2217,andhra-pradesh,2023,1,Financial Services,288150,331233097.0
2218,andhra-pradesh,2023,1,Others,488672,477193006.0
2219,andhra-pradesh,2023,2,Merchant payments,634303064,349602824539.0
2220,andhra-pradesh,2023,2,Peer-to-peer payments,573455382,2067288068882.0
2221,andhra-pradesh,2023,2,Recharge & bill payments,97202487,88352183038.0
2222,andhra-pradesh,2023,2,Financial Services,316533,386071375.0
2223,andhra-pradesh,2023,2,Others,379498,409939082.0
2224,andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595
2225,andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771377
2226,andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.3706346
2227,andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048
2228,andhra-pradesh,2019,1,Others,361263,284937624.5393019
2229,andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.47021
2230,andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.9101095
2231,andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959
2232,andhra-pradesh,2019,2,Financial Services,145310,26626696.771042537
2233,andhra-pradesh,2019,2,Others,448802,361492238.3966455
2234,andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.51532
2235,andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.598906
2236,andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369
2237,andhra-pradesh,2019,3,Financial Services,122270,29778183.027080443
2238,andhra-pradesh,2019,3,Others,413437,298142027.58625776
2239,andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.68753
2240,andhra-pradesh,2019,4,Merchant payments,25122370,13476303367.50486
2241,andhra-pradesh,2019,4,Recharge & bill payments,24469888,8335168605.691999
2242,andhra-pradesh,2019,4,Financial Services,105662,26796571.745749153
2243,andhra-pradesh,2019,4,Others,338672,216496893.16102877
2244,andhra-pradesh,2021,1,Peer-to-peer payments,149313738,580542193013.0018
2245,andhra-pradesh,2021,1,Merchant payments,97920281,70813192713.43477
2246,andhra-pradesh,2021,1,Recharge & bill payments,41940689,20546424964.14482
2247,andhra-pradesh,2021,1,Financial Services,225355,270313028.48452014
2248,andhra-pradesh,2021,1,Others,347907,272546457.5502677
2249,andhra-pradesh,2021,2,Peer-to-peer payments,189614879,737004484057.439
2250,andhra-pradesh,2021,2,Merchant payments,112875274,88512429436.91248
2251,andhra-pradesh,2021,2,Recharge & bill payments,49626902,24646800345.106976
2252,andhra-pradesh,2021,2,Financial Services,243237,265483044.40124667
2253,andhra-pradesh,2021,2,Others,406842,308302224.3856007
2254,andhra-pradesh,2021,3,Peer-to-peer payments,221280317,837841124664.307
2255,andhra-pradesh,2021,3,Merchant payments,158290953,118164377968.16754
2256,andhra-pradesh,2021,3,Recharge & bill payments,51702350,27511344958.24361
2257,andhra-pradesh,2021,3,Financial Services,211171,297239697.83073866
2258,andhra-pradesh,2021,3,Others,547759,403948275.56756073
2259,andhra-pradesh,2021,4,Peer-to-peer payments,262006450,971269765249.1282
2260,andhra-pradesh,2021,4,Merchant payments,207538904,152883933596.5386
2261,andhra-pradesh,2021,4,Recharge & bill payments,51762842,31232784713.985794
2262,andhra-pradesh,2021,4,Financial Services,243951,332740108.6635881
2263,andhra-pradesh,2021,4,Others,701856,545223415.6638832
2264,andhra-pradesh,2020,1,Peer-to-peer payments,65452143,223088554055.04755
2265,andhra-pradesh,2020,1,Merchant payments,31408022,18603161784.496994
2266,andhra-pradesh,2020,1,Recharge & bill payments,30449644,10813530777.973532
2267,andhra-pradesh,2020,1,Financial Services,75238,43739133.169823855
2268,andhra-pradesh,2020,1,Others,292310,188228538.37489766
2269,andhra-pradesh,2020,2,Peer-to-peer payments,73609921,262731724130.7907
2270,andhra-pradesh,2020,2,Recharge & bill payments,41013987,16991006436.573467
2271,andhra-pradesh,2020,2,Merchant payments,29976765,22625596525.44269
2272,andhra-pradesh,2020,2,Financial Services,140941,145274999.15679634
2273,andhra-pradesh,2020,2,Others,176241,90087654.60009979
2274,andhra-pradesh,2020,3,Peer-to-peer payments,106791894,406461788252.32056
2275,andhra-pradesh,2020,3,Merchant payments,54055557,40739580213.86052
2276,andhra-pradesh,2020,3,Recharge & bill payments,43500067,19475104674.827175
2277,andhra-pradesh,2020,3,Financial Services,243088,256074924.7187529
2278,andhra-pradesh,2020,3,Others,312329,151582519.18136686
2279,andhra-pradesh,2020,4,Peer-to-peer payments,152003791,566639138543.7708
2280,andhra-pradesh,2020,4,Merchant payments,86581460,66654048149.95168
2281,andhra-pradesh,2020,4,Recharge & bill payments,46810304,20936337211.557747
2282,andhra-pradesh,2020,4,Financial Services,265470,305168772.45601684
2283,andhra-pradesh,2020,4,Others,457527,306853355.59473807
2284,andhra-pradesh,2018,1,Recharge & bill payments,5027448,892293975.6698562
2285,andhra-pradesh,2018,1,Peer-to-peer payments,3049646,10524250283.178782
2286,andhra-pradesh,2018,1,Merchant payments,362672,247297640.24000686
2287,andhra-pradesh,2018,1,Financial Services,204305,44808449.7639544
2288,andhra-pradesh,2018,1,Others,395514,287626042.970705
2289,andhra-pradesh,2018,2,Recharge & bill payments,6456387,1598591488.4880352
2290,andhra-pradesh,2018,2,Peer-to-peer payments,4745000,20451493098.8953
2291,andhra-pradesh,2018,2,Merchant payments,604847,436785223.86032957
2292,andhra-pradesh,2018,2,Financial Services,225621,68952114.81374599
2293,andhra-pradesh,2018,2,Others,322063,328092346.575651
2294,andhra-pradesh,2018,3,Peer-to-peer payments,16129591,32738630444.668724
2295,andhra-pradesh,2018,3,Recharge & bill payments,7542005,1949098146.8941927
2296,andhra-pradesh,2018,3,Merchant payments,1225416,685277254.5076212
2297,andhra-pradesh,2018,3,Financial Services,380324,60790077.57437308
2298,andhra-pradesh,2018,3,Others,348725,284248675.5700202
2299,andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.13608
2300,andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957
2301,andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256
2302,andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068
2303,andhra-pradesh,2018,4,Others,389411,315211361.26249415
2304,chandigarh,2022,1,Merchant payments,4511757,3264574793.4564357
2305,chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028.605722
2306,chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2152067
2307,chandigarh,2022,1,Financial Services,7228,13538635.562948208
2308,chandigarh,2022,1,Others,22855,14829134.999686666
2309,chandigarh,2022,2,Merchant payments,6136803,3919372475.5605655
2310,chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085.111443
2311,chandigarh,2022,2,Recharge & bill payments,1119367,792957088.5933374
2312,chandigarh,2022,2,Financial Services,6673,8943857.181076445
2313,chandigarh,2022,2,Others,20264,12978651.924569944
2314,chandigarh,2022,3,Merchant payments,7665907,4713972532.82215
2315,chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156.481958
2316,chandigarh,2022,3,Recharge & bill payments,1360342,1033530639.9360826
2317,chandigarh,2022,3,Financial Services,8868,9918740.020967592
2318,chandigarh,2022,3,Others,19466,14156668.144691642
2319,chandigarh,2022,4,Merchant payments,10170372,6570336079.954211
2320,chandigarh,2022,4,Peer-to-peer payments,5951989,20013621495.89691
2321,chandigarh,2022,4,Recharge & bill payments,1749647,1267654269.1590745
2322,chandigarh,2022,4,Financial Services,10778,12000766.356404984
2323,chandigarh,2022,4,Others,22054,16141955.57281622
2324,chandigarh,2023,1,Merchant payments,6460913,3374931077.0
2325,chandigarh,2023,1,Peer-to-peer payments,2634119,8623572416.0
2326,chandigarh,2023,1,Recharge & bill payments,700479,803831354.0
2327,chandigarh,2023,1,Financial Services,8163,12527258.0
2328,chandigarh,2023,1,Others,11931,10032289.0
2329,chandigarh,2023,2,Merchant payments,7747501,3820964178.0
2330,chandigarh,2023,2,Peer-to-peer payments,3048793,9726960611.0
2331,chandigarh,2023,2,Recharge & bill payments,737650,845159777.0
2332,chandigarh,2023,2,Financial Services,8262,11723572.0
2333,chandigarh,2023,2,Others,11481,9600612.0
2334,chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.6513758
2335,chandigarh,2019,1,Recharge & bill payments,390610,161414934.10238376
2336,chandigarh,2019,1,Merchant payments,169984,97230471.44089967
2337,chandigarh,2019,1,Financial Services,7412,917030.9066760786
2338,chandigarh,2019,1,Others,17070,12603012.342693318
2339,chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348
2340,chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417655
2341,chandigarh,2019,2,Merchant payments,277811,152766864.66190332
2342,chandigarh,2019,2,Financial Services,5590,839765.161351582
2343,chandigarh,2019,2,Others,21926,13928050.053676538
2344,chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8041325
2345,chandigarh,2019,3,Merchant payments,447069,226535908.8355719
2346,chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217816
2347,chandigarh,2019,3,Financial Services,2447,794918.674981478
2348,chandigarh,2019,3,Others,26575,13282206.873976795
2349,chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693
2350,chandigarh,2019,4,Merchant payments,561630,318692521.79224944
2351,chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552
2352,chandigarh,2019,4,Financial Services,1911,654298.6785004465
2353,chandigarh,2019,4,Others,21321,8707473.86293627
2354,chandigarh,2021,1,Merchant payments,1799072,1210594490.0981498
