,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1098,uttar-pradesh,2022,1,Others,1571908,750327356.10464
1099,uttar-pradesh,2022,2,Merchant payments,298721048,216176289528.43256
1100,uttar-pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.274
1101,uttar-pradesh,2022,2,Recharge & bill payments,62659780,37867966758.88997
1102,uttar-pradesh,2022,2,Financial Services,268349,285646084.3258523
1103,uttar-pradesh,2022,2,Others,1204739,606123265.0864555
1104,uttar-pradesh,2022,3,Merchant payments,361972506,232005905549.1372
1105,uttar-pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5037
1106,uttar-pradesh,2022,3,Recharge & bill payments,72984811,43854148172.58542
1107,uttar-pradesh,2022,3,Financial Services,367887,344330142.1388885
1108,uttar-pradesh,2022,3,Others,1058841,601411350.4106325
1109,uttar-pradesh,2022,4,Merchant payments,439247166,296781967366.6535
1110,uttar-pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.8824
1111,uttar-pradesh,2022,4,Recharge & bill payments,78025017,48159073834.94295
1112,uttar-pradesh,2022,4,Financial Services,418329,430212917.27641135
1113,uttar-pradesh,2022,4,Others,1064861,661985014.756895
1114,uttar-pradesh,2023,1,Merchant payments,520911142,323614616766.0
1115,uttar-pradesh,2023,1,Peer-to-peer payments,383752815,1246010023301.0
1116,uttar-pradesh,2023,1,Recharge & bill payments,96225086,66101414555.0
1117,uttar-pradesh,2023,1,Financial Services,486982,483872123.0
1118,uttar-pradesh,2023,1,Others,1181697,726338627.0
1119,uttar-pradesh,2023,2,Merchant payments,653469610,372223301627.0
1120,uttar-pradesh,2023,2,Peer-to-peer payments,446787898,1389827653278.0
1121,uttar-pradesh,2023,2,Recharge & bill payments,109571801,73352450074.0
1122,uttar-pradesh,2023,2,Financial Services,506431,562369291.0
1123,uttar-pradesh,2023,2,Others,1074842,656302256.0
1124,uttar-pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45149
1125,uttar-pradesh,2019,1,Recharge & bill payments,15400713,4231102032.9564486
1126,uttar-pradesh,2019,1,Merchant payments,8558766,3105904146.2085333
1127,uttar-pradesh,2019,1,Financial Services,389733,43341558.48535549
1128,uttar-pradesh,2019,1,Others,912840,637066065.9078369
1129,uttar-pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.94861
1130,uttar-pradesh,2019,2,Recharge & bill payments,17551537,5627886175.9093685
1131,uttar-pradesh,2019,2,Merchant payments,12733089,4894223107.452321
1132,uttar-pradesh,2019,2,Financial Services,264091,38169259.945291094
1133,uttar-pradesh,2019,2,Others,1229734,775758168.4201038
1134,uttar-pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.97964
1135,uttar-pradesh,2019,3,Recharge & bill payments,20359672,8000160942.595396
1136,uttar-pradesh,2019,3,Merchant payments,19625935,7399443975.24218
1137,uttar-pradesh,2019,3,Financial Services,258548,51363215.14597865
1138,uttar-pradesh,2019,3,Others,1389018,683145478.0865316
1139,uttar-pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.1326
1140,uttar-pradesh,2019,4,Recharge & bill payments,24299776,9082140369.774977
1141,uttar-pradesh,2019,4,Merchant payments,20582052,9412924984.9687
1142,uttar-pradesh,2019,4,Financial Services,242936,45686806.83093811
1143,uttar-pradesh,2019,4,Others,1239931,433285937.588854
1144,uttar-pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789
1145,uttar-pradesh,2021,1,Merchant payments,78873969,55362244381.43686
1146,uttar-pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328217
1147,uttar-pradesh,2021,1,Financial Services,250656,266104783.7449573
1148,uttar-pradesh,2021,1,Others,853707,486435811.3771204
1149,uttar-pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.4563
1150,uttar-pradesh,2021,2,Merchant payments,84860582,70351401159.78787
1151,uttar-pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75408
1152,uttar-pradesh,2021,2,Financial Services,270944,266853066.82962543
1153,uttar-pradesh,2021,2,Others,858953,525487682.5584012
1154,uttar-pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17084
1155,uttar-pradesh,2021,3,Merchant payments,126699830,91089049637.02377
1156,uttar-pradesh,2021,3,Recharge & bill payments,50414232,24348150109.635994
1157,uttar-pradesh,2021,3,Financial Services,253418,292009129.0296748
1158,uttar-pradesh,2021,3,Others,1230077,624716522.0745409
1159,uttar-pradesh,2021,4,Merchant payments,183966052,142889329646.05463
1160,uttar-pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.6772
1161,uttar-pradesh,2021,4,Recharge & bill payments,52863531,28812549097.65689
1162,uttar-pradesh,2021,4,Financial Services,353219,386356976.48969895
1163,uttar-pradesh,2021,4,Others,1471954,829152405.3448995
1164,uttar-pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56177
1165,uttar-pradesh,2020,1,Recharge & bill payments,29777603,11168417430.652225
1166,uttar-pradesh,2020,1,Merchant payments,26741638,13072371616.871723
1167,uttar-pradesh,2020,1,Financial Services,139990,64365117.409359045
1168,uttar-pradesh,2020,1,Others,998744,376573949.20359
1169,uttar-pradesh,2020,2,Recharge & bill payments,42229417,14668026056.368128
1170,uttar-pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693
1171,uttar-pradesh,2020,2,Merchant payments,18625913,13655151082.574724
1172,uttar-pradesh,2020,2,Financial Services,150360,131930242.90371712
1173,uttar-pradesh,2020,2,Others,412073,209384339.5723213
1174,uttar-pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73047
1175,uttar-pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413
1176,uttar-pradesh,2020,3,Merchant payments,34697942,24224433240.836243
1177,uttar-pradesh,2020,3,Financial Services,206210,194129227.54374278
1178,uttar-pradesh,2020,3,Others,586033,303114557.0989778
1179,uttar-pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76337
1180,uttar-pradesh,2020,4,Merchant payments,61922138,44438824680.670944
1181,uttar-pradesh,2020,4,Recharge & bill payments,39570153,17793973968.761925
1182,uttar-pradesh,2020,4,Financial Services,246868,255803306.13741985
1183,uttar-pradesh,2020,4,Others,994576,539071475.9342327
1184,uttar-pradesh,2018,1,Recharge & bill payments,7003704,1201827543.8816488
1185,uttar-pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.760597
1186,uttar-pradesh,2018,1,Merchant payments,442436,428301434.2754866
1187,uttar-pradesh,2018,1,Financial Services,397328,75150444.99108115
1188,uttar-pradesh,2018,1,Others,570712,447722351.3138524
1189,uttar-pradesh,2018,2,Recharge & bill payments,9232131,2044535461.482608
1190,uttar-pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.945545
1191,uttar-pradesh,2018,2,Merchant payments,909545,799920463.267408
1192,uttar-pradesh,2018,2,Financial Services,563213,105536911.84026654
1193,uttar-pradesh,2018,2,Others,521685,572768843.1641636
1194,uttar-pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98276
1195,uttar-pradesh,2018,3,Recharge & bill payments,9140873,2485029062.8899517
1196,uttar-pradesh,2018,3,Merchant payments,2397448,1012726185.1169598
1197,uttar-pradesh,2018,3,Financial Services,603303,76605144.65776658
1198,uttar-pradesh,2018,3,Others,544964,493702369.5936288
1199,uttar-pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.914734
1200,uttar-pradesh,2018,4,Recharge & bill payments,11976808,3040717446.728788
1201,uttar-pradesh,2018,4,Merchant payments,6953857,2480267671.259793
1202,uttar-pradesh,2018,4,Financial Services,517619,76250539.85851902
1203,uttar-pradesh,2018,4,Others,847573,663216794.1554663
1204,goa,2022,1,Merchant payments,6364271,4682000388.389215
1205,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1206,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1207,goa,2022,1,Financial Services,11677,17490493.19245399
1208,goa,2022,1,Others,20699,20720407.595174044
1209,goa,2022,2,Merchant payments,7812998,5736211013.6866455
1210,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1211,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1212,goa,2022,2,Financial Services,10666,13192736.02810038
1213,goa,2022,2,Others,15071,12525197.296362752
1214,goa,2022,3,Merchant payments,7595135,5112175255.359402
1215,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1216,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1217,goa,2022,3,Financial Services,9992,12650738.420843877
1218,goa,2022,3,Others,11683,11368868.03761505
1219,goa,2022,4,Merchant payments,10319138,6739205748.43176
1220,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1221,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1222,goa,2022,4,Financial Services,12147,15705663.126967767
1223,goa,2022,4,Others,13151,13978544.178016864
1224,goa,2023,1,Merchant payments,14273665,9074816758.0
1225,goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1226,goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1227,goa,2023,1,Financial Services,16209,32648574.0
1228,goa,2023,1,Others,17399,18019590.0
1229,goa,2023,2,Merchant payments,15990744,10146039934.0
1230,goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1231,goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1232,goa,2023,2,Financial Services,17352,25141843.0
1233,goa,2023,2,Others,15635,15956760.0
1234,goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1235,goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1236,goa,2019,1,Merchant payments,74527,75946974.41483101
1237,goa,2019,1,Financial Services,2013,499592.0966860995
1238,goa,2019,1,Others,8147,9904147.90979165
1239,goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1240,goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1241,goa,2019,2,Merchant payments,104592,92873008.6474504
1242,goa,2019,2,Financial Services,1211,515859.8076807977
1243,goa,2019,2,Others,10819,13325754.760758925
1244,goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1245,goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1246,goa,2019,3,Merchant payments,150578,123948570.56857497
1247,goa,2019,3,Financial Services,1510,1282344.8444824044
1248,goa,2019,3,Others,11344,12515394.117688328
1249,goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1250,goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1251,goa,2019,4,Merchant payments,250893,218404664.8638511
1252,goa,2019,4,Financial Services,1497,649712.8451498008
1253,goa,2019,4,Others,11733,14350825.325765317
1254,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1255,goa,2021,1,Merchant payments,2195509,1768358976.7158575
1256,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1257,goa,2021,1,Financial Services,8138,12207778.148638733
1258,goa,2021,1,Others,11764,12687278.26183929
1259,goa,2021,2,Merchant payments,1869384,1411529033.6650195
1260,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1261,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1262,goa,2021,2,Financial Services,8303,12371843.844825167
1263,goa,2021,2,Others,12392,10115549.032816991
1264,goa,2021,3,Merchant payments,2865625,2143135314.897931
1265,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1266,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1267,goa,2021,3,Financial Services,8337,12943224.07382146
1268,goa,2021,3,Others,16145,12416377.597493527
1269,goa,2021,4,Merchant payments,5474662,4384250602.937038
1270,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1271,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1272,goa,2021,4,Financial Services,11320,17101084.66037453
1273,goa,2021,4,Others,23775,21819163.1997744
1274,goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1275,goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1276,goa,2020,1,Merchant payments,373110,298421548.1046571
1277,goa,2020,1,Financial Services,1762,1816477.5692472362
1278,goa,2020,1,Others,11088,13707055.389155574
1279,goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1280,goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1281,goa,2020,2,Merchant payments,221358,168591711.94693565
1282,goa,2020,2,Financial Services,3081,3328361.317987765
1283,goa,2020,2,Others,5710,3775927.611346662
1284,goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1285,goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1286,goa,2020,3,Merchant payments,446880,353193881.4783259
1287,goa,2020,3,Financial Services,4985,6418950.466847964
1288,goa,2020,3,Others,7545,5112530.621144422
1289,goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1290,goa,2020,4,Merchant payments,1389834,1123844212.5171819
1291,goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1292,goa,2020,4,Financial Services,7287,10386560.386677971
1293,goa,2020,4,Others,14810,12846789.254236266
1294,goa,2018,1,Recharge & bill payments,85991,18273814.162708722
1295,goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
1296,goa,2018,1,Merchant payments,7880,11036031.735657964
1297,goa,2018,1,Financial Services,1191,520105.642400422
1298,goa,2018,1,Others,6184,5851742.732386975
1299,goa,2018,2,Recharge & bill payments,120943,30994284.17044104
1300,goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
1301,goa,2018,2,Merchant payments,12456,20162855.70611957
1302,goa,2018,2,Financial Services,1903,733429.427283199
1303,goa,2018,2,Others,6395,7221023.530667527
1304,goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1305,goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1306,goa,2018,3,Merchant payments,21587,26634198.178851012
1307,goa,2018,3,Financial Services,1867,468171.36483984883
1308,goa,2018,3,Others,6963,6281208.620754639
1309,goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1310,goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1311,goa,2018,4,Merchant payments,45586,66666113.92145965
1312,goa,2018,4,Financial Services,2523,723599.2328183289
1313,goa,2018,4,Others,8098,8880194.430766659
1314,punjab,2022,1,Merchant payments,25979197,23217511696.823074
1315,punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
1316,punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
1317,punjab,2022,1,Financial Services,57561,83933665.00820544
1318,punjab,2022,1,Others,178159,125418506.96271203
1319,punjab,2022,2,Merchant payments,35941880,28585688543.687046
1320,punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
1321,punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
1322,punjab,2022,2,Financial Services,50483,57234782.46271807
1323,punjab,2022,2,Others,167081,111934787.80332904
1324,punjab,2022,3,Merchant payments,43089589,32370885165.312702
1325,punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
1326,punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
1327,punjab,2022,3,Financial Services,57979,68249938.53956848
1328,punjab,2022,3,Others,149921,107280498.83777893
1329,punjab,2022,4,Merchant payments,48358802,38162493193.40967
1330,punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
1331,punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
1332,punjab,2022,4,Financial Services,62809,72160390.22791913
1333,punjab,2022,4,Others,141255,111559653.62333827
1334,punjab,2023,1,Merchant payments,50683710,37462999833.0
1335,punjab,2023,1,Peer-to-peer payments,33701280,126365345151.0
1336,punjab,2023,1,Recharge & bill payments,12305439,11478972029.0
1337,punjab,2023,1,Financial Services,70521,79209681.0
1338,punjab,2023,1,Others,149871,122150166.0
1339,punjab,2023,2,Merchant payments,64565961,41553118124.0
1340,punjab,2023,2,Peer-to-peer payments,39301140,140243650141.0
1341,punjab,2023,2,Recharge & bill payments,13207924,12183745216.0
1342,punjab,2023,2,Financial Services,76961,95312222.0
1343,punjab,2023,2,Others,138303,105749751.0
1344,punjab,2019,1,Peer-to-peer payments,4026294,12027441595.712797
1345,punjab,2019,1,Recharge & bill payments,2304690,986004867.8072444
1346,punjab,2019,1,Merchant payments,711152,478382600.617519
1347,punjab,2019,1,Financial Services,45621,6871295.954710579
1348,punjab,2019,1,Others,84380,75789641.76089522
1349,punjab,2019,2,Peer-to-peer payments,4140474,16258891447.321405
1350,punjab,2019,2,Recharge & bill payments,2815047,1440058991.4565237
1351,punjab,2019,2,Merchant payments,1407963,815090878.0150015
1352,punjab,2019,2,Financial Services,37435,6876144.454559349
1353,punjab,2019,2,Others,108911,93875933.52482703
1354,punjab,2019,3,Peer-to-peer payments,4726946,19146726286.636036
1355,punjab,2019,3,Recharge & bill payments,3455594,2481094964.9170833
1356,punjab,2019,3,Merchant payments,2374014,1183743251.2734203
1357,punjab,2019,3,Financial Services,32359,7912219.734296376
1358,punjab,2019,3,Others,117899,86338883.28250344
1359,punjab,2019,4,Peer-to-peer payments,6386367,25564144629.75061
1360,punjab,2019,4,Recharge & bill payments,4068332,2622222199.1884565
1361,punjab,2019,4,Merchant payments,3122413,1741259163.3677325
1362,punjab,2019,4,Financial Services,22956,6382345.429778575
1363,punjab,2019,4,Others,98557,55793908.45587015
1364,punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
1365,punjab,2021,1,Merchant payments,9333364,7651004598.907397
1366,punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
1367,punjab,2021,1,Financial Services,43094,52009482.41407214
1368,punjab,2021,1,Others,110366,98366463.19387978
1369,punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
1370,punjab,2021,2,Merchant payments,11225598,9710508482.436422
1371,punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
1372,punjab,2021,2,Financial Services,46218,53309051.06501615
1373,punjab,2021,2,Others,127460,113998049.29147904
1374,punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
1375,punjab,2021,3,Merchant payments,16837685,14103740968.543571
1376,punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
1377,punjab,2021,3,Financial Services,43789,63576666.590925634
1378,punjab,2021,3,Others,161494,135069073.84402025
1379,punjab,2021,4,Merchant payments,22669743,20753662875.546524
1380,punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
1381,punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
1382,punjab,2021,4,Financial Services,58581,86356456.60324252
1383,punjab,2021,4,Others,201576,151230100.5948589
1384,punjab,2020,1,Peer-to-peer payments,6339183,26350005915.230072
1385,punjab,2020,1,Recharge & bill payments,4935115,2767419472.6505165
1386,punjab,2020,1,Merchant payments,3838480,2196329615.3949203
1387,punjab,2020,1,Financial Services,17924,10987850.955996178
1388,punjab,2020,1,Others,87082,49442411.668161854
1389,punjab,2020,2,Recharge & bill payments,6064807,3089758241.1281967
1390,punjab,2020,2,Peer-to-peer payments,5639212,25074384847.498463
1391,punjab,2020,2,Merchant payments,2290868,2058898904.3613408
1392,punjab,2020,2,Financial Services,23314,23704957.876037344
1393,punjab,2020,2,Others,63093,37907301.34960769
1394,punjab,2020,3,Peer-to-peer payments,7354451,32477438924.476498
1395,punjab,2020,3,Recharge & bill payments,5478668,4066750820.6407743
1396,punjab,2020,3,Merchant payments,4261548,3490665357.291087
1397,punjab,2020,3,Financial Services,32390,42060249.32847581
1398,punjab,2020,3,Others,82516,46176796.076553434
1399,punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
1400,punjab,2020,4,Merchant payments,7144295,6142380827.109474
1401,punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
1402,punjab,2020,4,Financial Services,38820,51677182.316327386
1403,punjab,2020,4,Others,133204,92887343.34418696
1404,punjab,2018,1,Recharge & bill payments,946338,196018621.35851485
1405,punjab,2018,1,Peer-to-peer payments,690684,2412434633.5413933
1406,punjab,2018,1,Merchant payments,87477,83873893.96204324
1407,punjab,2018,1,Financial Services,60688,11162488.423236402
1408,punjab,2018,1,Others,85246,77268587.56920797
1409,punjab,2018,2,Recharge & bill payments,1262450,395417027.849745
1410,punjab,2018,2,Peer-to-peer payments,1017159,4036457553.7177477
1411,punjab,2018,2,Merchant payments,147667,159406610.2632674
1412,punjab,2018,2,Financial Services,82256,17719391.411258094
1413,punjab,2018,2,Others,71631,75671628.7650177
1414,punjab,2018,3,Peer-to-peer payments,1684209,6173898400.559117
1415,punjab,2018,3,Recharge & bill payments,1381730,622737633.7524918
1416,punjab,2018,3,Merchant payments,274458,194883994.57571086
1417,punjab,2018,3,Financial Services,54285,9429174.53468925
1418,punjab,2018,3,Others,67426,64737840.39918464
1419,punjab,2018,4,Peer-to-peer payments,2269375,9404088424.489891
1420,punjab,2018,4,Recharge & bill payments,1817964,825449591.241031
1421,punjab,2018,4,Merchant payments,648096,455091549.5918779
1422,punjab,2018,4,Financial Services,62453,11832962.875482317
1423,punjab,2018,4,Others,89249,85520045.45150709
1424,arunachal-pradesh,2022,1,Peer-to-peer payments,1403584,6670641250.45945
1425,arunachal-pradesh,2022,1,Merchant payments,720803,917155358.7177179
1426,arunachal-pradesh,2022,1,Recharge & bill payments,670576,231933129.00412333
1427,arunachal-pradesh,2022,1,Financial Services,3053,3359625.792926075
1428,arunachal-pradesh,2022,1,Others,6052,5002264.113148138
1429,arunachal-pradesh,2022,2,Peer-to-peer payments,1751568,7627061474.687715
1430,arunachal-pradesh,2022,2,Merchant payments,1108353,1255513517.3639429
1431,arunachal-pradesh,2022,2,Recharge & bill payments,688770,241162643.19480157
1432,arunachal-pradesh,2022,2,Financial Services,2466,4063469.0998270046
1433,arunachal-pradesh,2022,2,Others,5768,3864269.879579009
1434,arunachal-pradesh,2022,3,Peer-to-peer payments,1967086,7365427284.274204
1435,arunachal-pradesh,2022,3,Merchant payments,1316326,1413247143.4889917
1436,arunachal-pradesh,2022,3,Recharge & bill payments,649322,238448083.80779752
1437,arunachal-pradesh,2022,3,Financial Services,1997,4763324.776043448
1438,arunachal-pradesh,2022,3,Others,4687,3224948.7015704075
1439,arunachal-pradesh,2022,4,Peer-to-peer payments,2251135,7768088687.67791
1440,arunachal-pradesh,2022,4,Merchant payments,1704968,1669602212.9174638
1441,arunachal-pradesh,2022,4,Recharge & bill payments,669151,239412553.61214688
1442,arunachal-pradesh,2022,4,Financial Services,2617,3785469.3993366556
1443,arunachal-pradesh,2022,4,Others,4838,4020773.8953960314
1444,arunachal-pradesh,2023,1,Peer-to-peer payments,3879583,13170741327.0
1445,arunachal-pradesh,2023,1,Merchant payments,2922784,2802762028.0
1446,arunachal-pradesh,2023,1,Recharge & bill payments,1229475,409663161.0
1447,arunachal-pradesh,2023,1,Financial Services,4142,6310412.0
1448,arunachal-pradesh,2023,1,Others,6841,5101526.0
1449,arunachal-pradesh,2023,2,Peer-to-peer payments,4883817,15695323405.0
1450,arunachal-pradesh,2023,2,Merchant payments,4091876,3651614280.0
1451,arunachal-pradesh,2023,2,Recharge & bill payments,1374689,447452168.0
1452,arunachal-pradesh,2023,2,Financial Services,3392,5815474.0
1453,arunachal-pradesh,2023,2,Others,6714,5493337.0
1454,arunachal-pradesh,2019,1,Recharge & bill payments,121303,26796894.998233315
1455,arunachal-pradesh,2019,1,Peer-to-peer payments,93494,568554821.4456317
1456,arunachal-pradesh,2019,1,Merchant payments,9214,11727218.401334248
1457,arunachal-pradesh,2019,1,Financial Services,256,140622.87093631705
1458,arunachal-pradesh,2019,1,Others,2239,2730548.5978140826
1459,arunachal-pradesh,2019,2,Recharge & bill payments,131988,30420803.41271234
1460,arunachal-pradesh,2019,2,Peer-to-peer payments,106527,704237943.4054435
1461,arunachal-pradesh,2019,2,Merchant payments,16828,13955724.130712911
1462,arunachal-pradesh,2019,2,Financial Services,267,160660.8821362781
1463,arunachal-pradesh,2019,2,Others,3046,3880742.524023137
1464,arunachal-pradesh,2019,3,Recharge & bill payments,216228,50946104.94289842
1465,arunachal-pradesh,2019,3,Peer-to-peer payments,133484,841037395.2474606
1466,arunachal-pradesh,2019,3,Merchant payments,16900,17178248.07427002
1467,arunachal-pradesh,2019,3,Financial Services,864,64089.11350267195
1468,arunachal-pradesh,2019,3,Others,2758,3419197.4177385764
1469,arunachal-pradesh,2019,4,Recharge & bill payments,259183,63516906.09060433
1470,arunachal-pradesh,2019,4,Peer-to-peer payments,177833,1100137447.9340453
1471,arunachal-pradesh,2019,4,Merchant payments,19769,23192271.691576812
1472,arunachal-pradesh,2019,4,Financial Services,314,305379.7987782319
1473,arunachal-pradesh,2019,4,Others,2376,3421174.01227797
1474,arunachal-pradesh,2021,1,Peer-to-peer payments,566209,3460488558.9436507
1475,arunachal-pradesh,2021,1,Recharge & bill payments,450649,142358376.9003836
1476,arunachal-pradesh,2021,1,Merchant payments,155966,204958020.0891498
1477,arunachal-pradesh,2021,1,Financial Services,1558,2672460.4740365944
1478,arunachal-pradesh,2021,1,Others,3074,3301662.6094231335
1479,arunachal-pradesh,2021,2,Peer-to-peer payments,762946,4000960152.0755496
1480,arunachal-pradesh,2021,2,Recharge & bill payments,556680,165579844.25105897
1481,arunachal-pradesh,2021,2,Merchant payments,243375,283709438.5363142
1482,arunachal-pradesh,2021,2,Financial Services,1582,2761076.7934988844
1483,arunachal-pradesh,2021,2,Others,3755,3415105.3379601175
1484,arunachal-pradesh,2021,3,Peer-to-peer payments,986088,5033603845.032885
1485,arunachal-pradesh,2021,3,Recharge & bill payments,600102,187390578.30403775
1486,arunachal-pradesh,2021,3,Merchant payments,314658,449869060.7842621
1487,arunachal-pradesh,2021,3,Financial Services,1934,3348547.8272713376
1488,arunachal-pradesh,2021,3,Others,4185,3912143.3503634185
1489,arunachal-pradesh,2021,4,Peer-to-peer payments,1227616,6022733378.120082
1490,arunachal-pradesh,2021,4,Recharge & bill payments,633248,207784816.33218512
1491,arunachal-pradesh,2021,4,Merchant payments,521447,704195694.9939187
1492,arunachal-pradesh,2021,4,Financial Services,2386,3933557.2795471298
1493,arunachal-pradesh,2021,4,Others,5901,4862905.885615055
1494,arunachal-pradesh,2020,1,Recharge & bill payments,329834,86011654.77474582
1495,arunachal-pradesh,2020,1,Peer-to-peer payments,203429,1263912288.4066367
1496,arunachal-pradesh,2020,1,Merchant payments,31181,28553052.133918796
1497,arunachal-pradesh,2020,1,Financial Services,470,337812.94816169393
1498,arunachal-pradesh,2020,1,Others,2261,2943873.0666838237
1499,arunachal-pradesh,2020,2,Recharge & bill payments,522495,145198528.22961134
1500,arunachal-pradesh,2020,2,Peer-to-peer payments,247861,1630654426.0441835
1501,arunachal-pradesh,2020,2,Merchant payments,35169,46446966.612447515
1502,arunachal-pradesh,2020,2,Financial Services,1310,2655507.6964110374
1503,arunachal-pradesh,2020,2,Others,1939,1761404.4023099935
1504,arunachal-pradesh,2020,3,Recharge & bill payments,514907,153463816.21184397
1505,arunachal-pradesh,2020,3,Peer-to-peer payments,370418,2361603431.37578
1506,arunachal-pradesh,2020,3,Merchant payments,72736,88145178.69272713
1507,arunachal-pradesh,2020,3,Financial Services,1761,4030599.9171272423
1508,arunachal-pradesh,2020,3,Others,3005,2695539.3607389224
1509,arunachal-pradesh,2020,4,Peer-to-peer payments,522019,3254744938.4105625
1510,arunachal-pradesh,2020,4,Recharge & bill payments,513895,152389181.21743062
1511,arunachal-pradesh,2020,4,Merchant payments,167387,156682926.02384603
1512,arunachal-pradesh,2020,4,Financial Services,1749,2391651.8783250954
1513,arunachal-pradesh,2020,4,Others,4079,4055324.315454754
1514,arunachal-pradesh,2018,1,Recharge & bill payments,28729,5184132.514934338
1515,arunachal-pradesh,2018,1,Peer-to-peer payments,13320,82889682.72418305
1516,arunachal-pradesh,2018,1,Merchant payments,1042,2420374.1905855755
1517,arunachal-pradesh,2018,1,Financial Services,416,58893.76201533088
1518,arunachal-pradesh,2018,1,Others,1990,1834252.8176908877
